1579574068966	-1.45	1.61	-9.69
1579574069056	-1.44	1.62	-9.67
1579574069176	-1.43	1.64	-9.63
1579574069266	-1.42	1.52	-9.72
1579574069356	-1.45	1.57	-9.74
1579574069476	-1.47	1.64	-9.67
1579574069566	-1.41	1.62	-9.7
1579574069656	-1.45	1.62	-9.68
1579574069776	-1.43	1.57	-9.67
1579574069866	-1.44	1.63	-9.69
1579574069956	-1.45	1.62	-9.69
1579574070076	-1.44	1.61	-9.69
1579574070166	-1.44	1.59	-9.67
1579574070256	-1.44	1.6	-9.7
1579574070377	-1.44	1.64	-9.71
1579574070469	-1.44	1.57	-9.69
1579574070557	-1.45	1.57	-9.7
1579574070676	-1.47	1.6	-9.72
1579574070766	-1.42	1.66	-9.68
1579574070856	-1.43	1.54	-9.71
1579574070976	-1.44	1.6	-9.7
1579574071066	-1.45	1.54	-9.69
1579574071156	-1.43	1.55	-9.65
1579574071276	-1.44	1.55	-9.69
1579574071366	-1.46	1.54	-9.72
1579574071456	-1.47	1.53	-9.69
1579574071578	-1.43	1.49	-9.73
1579574071666	-1.45	1.52	-9.69
1579574071756	-1.42	1.51	-9.73
1579574071876	-1.43	1.45	-9.7
1579574071966	-1.44	1.52	-9.73
1579574072056	-1.43	1.49	-9.71
1579574072176	-1.44	1.51	-9.71
1579574072266	-1.43	1.5	-9.69
1579574072356	-1.43	1.5	-9.7
1579574072476	-1.43	1.46	-9.68
1579574072567	-1.43	1.53	-9.67
1579574072656	-1.45	1.29	-9.72
1579574072776	-1.45	1.31	-9.75
1579574072866	-1.47	1.32	-9.71
1579574072956	-1.44	1.29	-9.79
1579574073076	-1.45	1.3	-9.75
1579574073166	-1.45	1.28	-9.74
1579574073256	-1.43	1.27	-9.74
1579574073376	-1.45	1.29	-9.73
1579574073466	-1.45	1.26	-9.75
1579574073556	-1.44	1.25	-9.73
1579574073676	-1.43	1.29	-9.77
1579574073768	-1.43	1.34	-9.7
1579574073856	-1.46	1.24	-9.73
1579574073976	-1.41	1.37	-9.75
1579574074066	-1.43	1.3	-9.74
1579574074156	-1.44	1.3	-9.74
1579574074276	-1.43	1.29	-9.75
1579574074366	-1.46	1.33	-9.77
1579574074456	-1.42	1.3	-9.71
1579574074576	-1.44	1.3	-9.75
1579574074666	-1.43	1.31	-9.72
1579574074756	-1.43	1.33	-9.74
1579574074879	-1.44	1.29	-9.72
1579574074966	-1.43	1.28	-9.73
1579574075056	-1.44	1.27	-9.74
1579574075176	-1.44	1.24	-9.75
1579574075266	-1.43	1.32	-9.74
1579574075356	-1.45	1.28	-9.74
1579574075476	-1.42	1.3	-9.74
1579574075566	-1.44	1.31	-9.74
1579574075656	-1.44	1.31	-9.74
1579574075776	-1.43	1.32	-9.73
1579574075867	-1.45	1.32	-9.75
1579574075956	-1.41	1.28	-9.75
1579574076076	-1.47	1.32	-9.73
1579574076166	-1.43	1.29	-9.72
1579574076256	-1.44	1.29	-9.75
1579574076376	-1.44	1.3	-9.74
1579574076466	-1.43	1.29	-9.73
1579574076556	-1.42	1.31	-9.73
1579574076676	-1.44	1.31	-9.76
1579574076766	-1.42	1.33	-9.72
1579574076856	-1.45	1.31	-9.74
1579574076976	-1.42	1.32	-9.71
1579574077068	-1.44	1.32	-9.7
1579574077156	-1.44	1.32	-9.73
1579574077276	-1.42	1.31	-9.73
1579574077366	-1.46	1.33	-9.71
1579574077456	-1.41	1.29	-9.7
1579574077576	-1.45	1.33	-9.73
1579574077666	-1.42	1.3	-9.72
1579574077786	-1.43	1.29	-9.74
1579574077876	-1.45	1.29	-9.75
1579574077966	-1.45	1.31	-9.74
1579574078057	-1.44	1.29	-9.71
1579574078178	-1.42	1.28	-9.75
1579574078266	-1.43	1.33	-9.73
1579574078356	-1.45	1.29	-9.71
1579574078476	-1.41	1.31	-9.73
1579574078566	-1.44	1.32	-9.73
1579574078656	-1.42	1.33	-9.72
1579574078776	-1.4	1.3	-9.7
1579574078866	-1.44	1.33	-9.75
1579574078956	-1.43	1.33	-9.73
1579574079076	-1.44	1.29	-9.73
1579574079166	-1.42	1.3	-9.72
1579574079256	-1.44	1.3	-9.76
1579574079376	-1.44	1.31	-9.75
1579574079466	-1.43	1.29	-9.74
1579574079556	-1.46	1.34	-9.72
1579574079676	-1.42	1.28	-9.72
1579574079796	-1.46	1.33	-9.75
1579574079856	-1.41	1.28	-9.74
1579574080005	-1.44	1.33	-9.73
1579574080066	-1.44	1.32	-9.73
1579574080157	-1.42	1.3	-9.74
1579574080277	-1.42	1.31	-9.72
1579574080369	-1.41	1.29	-9.75
1579574080456	-1.44	1.3	-9.74
1579574080576	-1.46	1.29	-9.76
1579574080666	-1.42	1.3	-9.74
1579574080756	-1.44	1.29	-9.73
1579574080876	-1.42	1.29	-9.73
1579574080966	-1.43	1.33	-9.74
1579574081056	-1.44	1.34	-9.73
1579574081176	-1.42	1.27	-9.71
1579574081266	-1.44	1.3	-9.74
1579574081356	-1.41	1.3	-9.74
1579574081479	-1.42	1.31	-9.73
1579574081566	-1.43	1.27	-9.72
1579574081656	-1.41	1.31	-9.74
1579574081776	-1.45	1.3	-9.72
1579574081866	-1.41	1.27	-9.74
1579574081956	-1.44	1.29	-9.7
1579574082076	-1.46	1.29	-9.72
1579574082166	-1.44	1.27	-9.75
1579574082256	-1.44	1.25	-9.75
1579574082376	-1.43	1.29	-9.73
1579574082468	-1.44	1.3	-9.69
1579574082556	-1.45	1.31	-9.76
1579574082706	-1.42	1.26	-9.74
1579574082766	-1.46	1.29	-9.76
1579574082856	-1.41	1.28	-9.71
1579574082976	-1.44	1.29	-9.73
1579574083066	-1.44	1.29	-9.73
1579574083163	-1.42	1.29	-9.74
1579574083276	-1.43	1.3	-9.76
1579574083396	-1.43	1.29	-9.75
1579574083456	-1.43	1.33	-9.72
1579574083576	-1.44	1.29	-9.72
1579574083696	-1.42	1.32	-9.71
1579574083756	-1.43	1.3	-9.73
1579574083876	-1.43	1.29	-9.74
1579574083966	-1.43	1.32	-9.71
1579574084056	-1.42	1.32	-9.71
1579574084176	-1.41	1.3	-9.75
1579574084266	-1.43	1.31	-9.74
1579574084357	-1.46	1.27	-9.73
1579574084476	-1.42	1.29	-9.74
1579574084566	-1.43	1.3	-9.74
1579574084656	-1.44	1.26	-9.75
1579574084779	-1.44	1.29	-9.73
