1579659545653	-0.01	0.0	-0.01
1579659545772	-0.01	0.01	-0.02
1579659545862	-0.01	0.0	-0.01
1579659545951	-0.01	0.01	-0.02
1579659546041	-0.01	0.01	-0.01
1579659546131	-0.01	0.0	-0.01
1579659546251	-0.01	0.01	-0.02
1579659546341	-0.01	0.0	-0.02
1579659546431	-0.01	0.01	-0.02
1579659546552	-0.01	0.01	-0.02
1579659546641	-0.01	0.0	-0.02
1579659546738	-0.01	0.0	-0.01
1579659546881	-0.01	0.01	-0.02
1579659546942	-0.01	0.01	-0.01
1579659547031	-0.01	0.01	-0.02
1579659547181	-0.01	0.01	-0.02
1579659547242	-0.01	0.01	-0.02
1579659547331	-0.01	0.0	-0.02
1579659547451	-0.01	0.01	-0.01
1579659547571	-0.01	0.0	-0.02
1579659547662	-0.01	0.01	-0.02
1579659547751	-0.01	0.01	-0.01
1579659547842	-0.01	0.0	-0.02
1579659547931	-0.01	0.01	-0.02
1579659548081	-0.01	0.01	-0.02
1579659548142	-0.01	0.01	-0.02
1579659548232	-0.01	0.0	-0.02
1579659548351	-0.01	0.01	-0.02
1579659548441	-0.02	0.0	-0.01
1579659548562	-0.01	0.01	-0.02
1579659548681	-0.01	0.01	-0.01
1579659548741	-0.01	0.0	-0.02
1579659548863	-0.01	0.01	-0.01
1579659548951	-0.01	0.01	-0.02
1579659549041	-0.01	0.01	-0.02
1579659549132	-0.01	0.0	-0.01
1579659549252	-0.01	0.0	-0.02
1579659549341	-0.01	0.01	-0.01
1579659549431	-0.01	0.01	-0.02
1579659549551	-0.01	0.01	-0.02
1579659549642	-0.01	0.01	-0.02
1579659549761	-0.01	0.01	-0.01
1579659549851	-0.01	0.01	-0.01
1579659549942	-0.01	0.01	-0.01
1579659550062	-0.01	0.01	-0.02
1579659550151	-0.02	0.01	-0.01
1579659550241	-0.01	0.01	-0.01
1579659550332	-0.01	0.01	-0.02
1579659550451	-0.01	0.01	-0.02
1579659550571	-0.01	0.01	-0.01
1579659550631	-0.01	0.01	-0.02
1579659550781	-0.01	0.0	-0.01
1579659550841	-0.01	0.01	-0.01
1579659550961	-0.01	0.01	-0.01
1579659551052	-0.02	0.0	-0.01
1579659551201	-0.02	0.0	-0.02
1579659551231	-0.01	0.01	-0.02
1579659551352	-0.01	0.0	-0.02
1579659551441	-0.01	0.01	-0.02
1579659551531	-0.01	0.01	-0.02
1579659551681	-0.01	0.01	-0.02
1579659551741	-0.01	0.01	-0.02
1579659551891	-0.01	0.01	-0.01
1579659551981	-0.01	0.01	-0.02
1579659552071	-0.01	0.0	-0.01
1579659552131	-0.01	0.01	-0.01
1579659552252	-0.01	0.01	-0.01
1579659552342	-0.01	0.01	-0.02
1579659552432	-0.01	0.01	-0.02
1579659552551	-0.02	0.0	-0.02
1579659552641	-0.01	0.01	-0.02
1579659552731	-0.01	0.01	-0.01
1579659552851	-0.01	0.0	-0.02
1579659552971	-0.01	0.01	-0.01
1579659553031	-0.01	0.01	-0.01
1579659553152	-0.01	0.01	-0.02
1579659553242	-0.01	0.01	-0.01
1579659553340	-0.01	0.0	-0.02
1579659553452	-0.01	0.0	-0.02
1579659553542	-0.01	0.0	-0.01
1579659553632	-0.01	0.0	-0.02
1579659553751	-0.01	0.01	-0.02
1579659553841	-0.01	0.0	-0.01
1579659553932	-0.01	0.01	-0.02
1579659554081	-0.01	0.01	-0.02
1579659554141	-0.01	0.0	-0.01
1579659554231	-0.02	0.0	-0.02
1579659554351	-0.01	0.0	-0.02
1579659554442	-0.01	0.01	-0.01
1579659554562	-0.02	0.01	-0.02
1579659554682	-0.01	0.0	-0.02
1579659554742	-0.01	0.01	-0.02
1579659554861	-0.01	0.01	-0.01
1579659554951	-0.01	0.0	-0.02
1579659555042	-0.01	0.01	-0.02
1579659555131	-0.01	0.0	-0.01
1579659555251	-0.0	0.01	-0.02
1579659555341	-0.01	0.0	-0.01
1579659555431	-0.01	0.01	-0.02
1579659555552	-0.01	0.01	-0.01
1579659555642	-0.01	0.01	-0.02
1579659555732	-0.01	0.01	-0.02
1579659555852	-0.01	0.01	-0.01
1579659555972	-0.02	0.01	-0.03
1579659556032	-0.01	-0.0	-0.01
1579659556151	-0.01	0.01	-0.01
1579659556241	-0.01	0.0	-0.01
1579659556331	-0.0	0.01	-0.01
1579659556451	-0.01	0.0	-0.01
1579659556541	-0.0	0.01	-0.01
1579659556662	-0.01	0.01	-0.02
1579659556752	-0.01	0.0	-0.02
1579659556871	-0.01	0.01	-0.01
1579659556962	-0.01	0.01	-0.02
1579659557051	-0.01	-0.0	-0.02
1579659557141	-0.01	-0.0	-0.01
1579659557262	-0.01	-0.0	-0.01
1579659557352	-0.01	0.01	-0.02
1579659557442	-0.01	0.0	-0.02
1579659557561	-0.01	0.01	-0.01
1579659557684	-0.01	0.0	-0.02
1579659557749	-0.01	0.01	-0.02
1579659557891	-0.01	0.01	-0.01
1579659557952	-0.01	0.01	-0.02
1579659558072	-0.01	0.0	-0.02
1579659558131	-0.01	0.01	-0.02
1579659558311	-0.01	0.01	-0.02
1579659558341	-0.01	0.01	-0.01
1579659558431	-0.01	0.0	-0.02
1579659558552	-0.01	0.01	-0.01
1579659558671	-0.01	0.01	-0.02
1579659558731	-0.01	0.01	-0.02
1579659558881	-0.01	0.01	-0.02
1579659559001	-0.01	0.0	-0.01
1579659559032	-0.01	0.01	-0.02
1579659559181	-0.01	0.01	-0.02
1579659559241	-0.01	0.01	-0.01
1579659559332	-0.01	0.01	-0.02
1579659559481	-0.01	0.01	-0.02
1579659559541	-0.01	0.0	-0.02
1579659559662	-0.01	0.01	-0.02
1579659559751	-0.01	0.0	-0.02
1579659559842	-0.01	0.01	-0.01
1579659559962	-0.02	0.0	-0.01
1579659560081	-0.01	0.01	-0.02
1579659560141	-0.01	0.01	-0.02
1579659560232	-0.01	0.0	-0.01
1579659560351	-0.01	0.01	-0.01
1579659560442	-0.01	0.01	-0.01
1579659560531	-0.01	0.01	-0.01
1579659560651	-0.01	0.01	-0.02
1579659560741	-0.01	0.01	-0.01
1579659560861	-0.01	0.01	-0.02
1579659560981	-0.02	0.01	-0.02
1579659561051	-0.01	0.0	-0.01
1579659561132	-0.02	0.01	-0.02
1579659561251	-0.01	0.01	-0.02
1579659561342	-0.01	0.0	-0.02
1579659561431	-0.02	0.0	-0.01
1579659561551	-0.01	0.01	-0.02
1579659561641	-0.01	0.0	-0.02
1579659561731	-0.01	0.01	-0.02
1579659561881	-0.01	0.01	-0.02
1579659561972	-0.01	0.01	-0.02
1579659562065	-0.02	0.0	-0.02
1579659562152	-0.01	0.01	-0.02
1579659562242	-0.01	0.0	-0.02
1579659562331	-0.01	0.01	-0.02
1579659562452	-0.01	0.0	-0.01
1579659562541	-0.01	0.01	-0.02
1579659562661	0.0	-0.01	-0.01
1579659562751	-0.0	0.01	-0.02
1579659562841	0.01	0.0	-0.02
1579659562961	0.0	0.01	-0.02
1579659563081	-0.0	0.01	-0.02
1579659563142	-0.01	0.01	-0.02
1579659563232	-0.01	0.01	-0.01
1579659563352	-0.01	0.01	-0.02
1579659563442	-0.02	0.01	-0.02
1579659563532	-0.0	0.01	-0.02
1579659563651	-0.01	0.01	-0.01
1579659563771	-0.01	0.01	-0.02
1579659563831	-0.01	0.01	-0.02
1579659563951	-0.01	0.01	-0.02
1579659564101	-0.01	0.01	-0.02
1579659564131	-0.01	0.01	-0.02
1579659564252	-0.01	0.01	-0.01
1579659564343	-0.01	0.01	-0.02
1579659564431	-0.03	0.0	-0.03
1579659564551	-0.01	0.01	-0.01
1579659564642	-0.01	0.01	-0.01
1579659564731	-0.01	0.01	-0.02
1579659564851	-0.01	0.01	-0.01
1579659564942	-0.01	0.0	-0.02
1579659565032	-0.01	0.01	-0.02
1579659565181	-0.01	0.01	-0.02
1579659565241	-0.01	0.01	-0.02
1579659565332	-0.02	0.0	-0.01
1579659565452	-0.01	0.01	-0.01
1579659565541	-0.01	0.01	-0.02
1579659565632	-0.01	0.01	-0.02
1579659565752	-0.01	0.01	-0.01
1579659565841	-0.01	0.01	-0.02
1579659565962	-0.01	0.01	-0.01
1579659566052	-0.01	0.01	-0.02
1579659566141	-0.01	0.01	-0.02
1579659566231	-0.01	0.0	-0.01
1579659566351	-0.01	0.01	-0.02
1579659566442	-0.01	0.01	-0.02
1579659566534	-0.01	0.01	-0.02
1579659566652	-0.01	0.01	-0.02
1579659566772	-0.01	0.01	-0.02
1579659566862	-0.01	0.01	-0.02
1579659566951	-0.01	0.01	-0.02
1579659567042	-0.01	0.01	-0.02
1579659567131	-0.01	0.0	-0.02
1579659567252	-0.01	0.01	-0.01
1579659567342	-0.01	0.01	-0.02
1579659567461	-0.01	0.01	-0.02
1579659567552	-0.01	0.01	-0.01
1579659567642	-0.01	0.01	-0.02
1579659567732	-0.01	0.01	-0.02
1579659567852	-0.01	0.01	-0.02
1579659567972	-0.01	0.01	-0.02
1579659568062	-0.01	0.0	-0.02
1579659568181	-0.01	0.01	-0.01
1579659568271	-0.01	0.0	-0.02
1579659568331	-0.01	0.01	-0.02
1579659568451	-0.01	0.01	-0.01
1579659568542	-0.01	0.01	-0.02
1579659568664	-0.01	0.01	-0.02
1579659568752	-0.01	0.01	-0.02
1579659568843	-0.01	0.01	-0.02
1579659568962	-0.01	0.0	-0.01
1579659569081	-0.01	0.01	-0.01
1579659569172	-0.02	0.01	-0.02
1579659569231	-0.01	0.01	-0.01
1579659569381	-0.01	0.01	-0.01
1579659569442	-0.01	0.01	-0.02
1579659569531	-0.01	0.01	-0.02
1579659569652	-0.01	0.01	-0.01
1579659569742	-0.01	0.01	-0.02
1579659569891	-0.01	0.0	-0.01
1579659569952	-0.01	0.01	-0.02
1579659570042	-0.01	0.01	-0.02
1579659570251	-0.01	0.0	-0.02
1579659570282	-0.01	0.01	-0.01
1579659570342	-0.01	0.01	-0.02
1579659570431	-0.01	0.01	-0.01
1579659570552	-0.02	0.01	-0.01
1579659570642	-0.01	0.01	-0.02
1579659570732	-0.02	0.0	-0.01
1579659570852	-0.01	0.01	-0.02
1579659570942	-0.01	0.01	-0.02
1579659571032	-0.01	0.01	-0.02
1579659571181	-0.01	0.01	-0.02
1579659571242	-0.01	0.01	-0.02
1579659571331	-0.01	0.0	-0.02
1579659571481	-0.01	0.0	-0.01
1579659571541	-0.01	0.01	-0.02
1579659571631	-0.02	-0.0	-0.01
1579659571752	-0.01	0.01	-0.01
1579659571872	-0.01	0.0	-0.02
1579659571964	-0.02	0.01	-0.01
1579659572052	-0.01	0.01	-0.02
1579659572172	-0.01	0.01	-0.02
1579659572291	-0.02	0.01	-0.02
1579659572352	-0.01	0.0	-0.02
1579659572442	-0.01	0.01	-0.02
1579659572531	-0.01	0.01	-0.02
1579659572651	-0.01	0.0	-0.02
1579659572742	-0.02	0.01	-0.02
1579659572831	-0.01	0.0	-0.01
1579659572981	-0.02	0.01	-0.01
1579659573072	-0.01	0.01	-0.02
1579659573162	-0.01	0.0	-0.02
1579659573281	-0.01	0.01	-0.02
1579659573342	-0.01	0.01	-0.02
1579659573432	-0.01	0.0	-0.02
1579659573551	-0.01	0.01	-0.01
1579659573641	-0.01	0.01	-0.01
